Y,X,PC_4,Year,Gemeente code,Provincie code,Provincie name,Gemeente name
52.8725636884,6.52036883321,9412,2020,1731,22,Drenthe,Midden-Drenthe
52.8697443397,6.65041538943,9432,2020,1731,22,Drenthe,Midden-Drenthe
52.9755637697,6.77488594881,9462,2020,1680,22,Drenthe,Aa en Hunze
52.9525770926,6.77659967667,9533,2020,1681,22,Drenthe,Borger-Odoorn
52.8829507228,7.07993238081,9561,2020,1950,20,Groningen,Westerwolde
53.1354400286,6.78127272864,9603,2020,1952,20,Groningen,Midden-Groningen
53.2147751487,6.79218545323,9621,2020,1952,20,Groningen,Midden-Groningen
53.1207531845,6.88203786743,9645,2020,47,20,Groningen,Veendam
53.0704387794,6.7810235661,9657,2020,1680,22,Drenthe,Aa en Hunze
53.1913858825,6.55059553408,9728,2020,14,20,Groningen,Groningen
53.2352216718,6.61919338353,9732,2020,14,20,Groningen,Groningen
53.3034409694,6.4434600447,9891,2020,1969,20,Groningen,Westerkwartier
53.2784794556,6.88059033692,9939,2020,1952,20,Groningen,Midden-Groningen
