Y,X,PC_4,Year,Gemeente code,Provincie code,Provincie name,Gemeente name
52.8494312582,5.87771270755,8485,2020,98,21,Fryslân,Weststellingwerf
52.9768398867,5.73314393496,8526,2020,1940,21,Fryslân,De Fryske Marren
52.8362907137,5.79551717694,8538,2020,1940,21,Fryslân,De Fryske Marren
52.8555444557,5.57433069349,8566,2020,1940,21,Fryslân,De Fryske Marren
52.8982893434,5.55100949529,8571,2020,1940,21,Fryslân,De Fryske Marren
52.990706678,5.51721261498,8613,2020,1900,21,Fryslân,Súdwest-Fryslân
52.9498329689,5.49941675721,8724,2020,1900,21,Fryslân,Súdwest-Fryslân
53.0146784485,5.46868723247,8763,2020,1900,21,Fryslân,Súdwest-Fryslân
53.1538732767,5.49889816038,8806,2020,1949,21,Fryslân,Waadhoeke
53.214478535,5.56368045894,8809,2020,1949,21,Fryslân,Waadhoeke
53.2050111447,5.62258848625,8816,2020,1949,21,Fryslân,Waadhoeke
53.2050516778,5.75490672546,8914,2020,80,21,Fryslân,Leeuwarden
53.1880795479,5.78371827555,8931,2020,80,21,Fryslân,Leeuwarden
53.1452357663,5.74628075472,9024,2020,80,21,Fryslân,Leeuwarden
53.2976686535,5.65372160509,9072,2020,1949,21,Fryslân,Waadhoeke
53.4478488929,5.6431285935,9161,2020,60,21,Fryslân,Ameland
53.4570855213,5.85935605374,9164,2020,60,21,Fryslân,Ameland
53.1760336154,6.47168198739,9315,2020,1699,22,Drenthe,Noordenveld
52.9541312219,6.71394962506,9447,2020,1680,22,Drenthe,Aa en Hunze
53.0051785263,6.62788221697,9458,2020,1680,22,Drenthe,Aa en Hunze
53.1009611371,6.74829572891,9474,2020,1730,22,Drenthe,Tynaarlo
53.0603465264,6.53605526894,9491,2020,1730,22,Drenthe,Tynaarlo
52.8962015865,6.90531681664,9574,2020,1681,22,Drenthe,Borger-Odoorn
53.1300361246,7.03360726223,9673,2020,1895,20,Groningen,Oldambt
53.2112215843,7.04274637219,9682,2020,1895,20,Groningen,Oldambt
53.1766255648,7.05254430305,9685,2020,1895,20,Groningen,Oldambt
53.2176988018,6.54880018472,9718,2020,14,20,Groningen,Groningen
53.2713171404,6.34584145393,9841,2020,1969,20,Groningen,Westerkwartier
53.4146006317,6.49748976934,9969,2020,1966,20,Groningen,Het Hogeland
53.4353418945,6.74239270063,9982,2020,1966,20,Groningen,Het Hogeland
53.3845061323,6.62386774297,9998,2020,1966,20,Groningen,Het Hogeland
52.0375161256,4.26714860059,2542,2020,518,28,Zuid-Holland,'s-Gravenhage
52.3793500101,4.88433283437,1015,2020,363,27,Noord-Holland,Amsterdam
52.4007385781,4.93509792499,1025,2020,363,27,Noord-Holland,Amsterdam
52.4091249835,4.81371836752,1044,2020,363,27,Noord-Holland,Amsterdam
52.4101246539,4.75626997038,1047,2020,363,27,Noord-Holland,Amsterdam
52.3811701447,4.85316286866,1055,2020,363,27,Noord-Holland,Amsterdam
52.2909950911,4.95640085878,1105,2020,363,27,Noord-Holland,Amsterdam
52.3013936927,4.97799889526,1106,2020,363,27,Noord-Holland,Amsterdam
52.2831583493,4.76069889311,1119,2020,394,27,Noord-Holland,Haarlemmermeer
52.2015057912,5.08549957294,1231,2020,1696,27,Noord-Holland,Wijdemeren
52.2917959928,5.26314213506,1275,2020,406,27,Noord-Holland,Huizen
52.3933413597,5.30228088412,1339,2020,34,24,Flevoland,Almere
52.213801832,4.81508466167,1426,2020,736,26,Utrecht,De Ronde Venen
52.5015228036,4.95440222155,1441,2020,439,27,Noord-Holland,Purmerend
52.64136952,5.06658823831,1621,2020,405,27,Noord-Holland,Hoorn
52.6954303866,4.85067180646,1704,2020,398,27,Noord-Holland,Heerhugowaard
52.7470021747,4.85507668146,1735,2020,1911,27,Noord-Holland,Hollands Kroon
52.7101667413,4.67059473468,1871,2020,373,27,Noord-Holland,Bergen (NH)
52.3811195539,4.60926245702,2015,2020,392,27,Noord-Holland,Haarlem
52.3768895922,4.66338176531,2033,2020,392,27,Noord-Holland,Haarlem
52.1016464606,4.39353742547,2261,2020,1916,28,Zuid-Holland,Leidschendam-Voorburg
52.0179671969,4.294506904,2292,2020,518,28,Zuid-Holland,'s-Gravenhage
52.1965600769,4.59023582444,2375,2020,1884,28,Zuid-Holland,Kaag en Braassem
52.2082962997,4.6122940294,2376,2020,1884,28,Zuid-Holland,Kaag en Braassem
52.0923172955,4.75976015549,2411,2020,1901,28,Zuid-Holland,Bodegraven-Reeuwijk
52.0459027487,4.2218674465,2553,2020,518,28,Zuid-Holland,'s-Gravenhage
52.0690881556,4.25827126745,2564,2020,518,28,Zuid-Holland,'s-Gravenhage
52.0817595242,4.25262898156,2566,2020,518,28,Zuid-Holland,'s-Gravenhage
52.0127834327,4.34707606844,2613,2020,503,28,Zuid-Holland,Delft
52.0235511129,4.53489518251,2665,2020,1621,28,Zuid-Holland,Lansingerland
51.8928542904,4.81383669279,2974,2020,1978,28,Zuid-Holland,Molenlanden
51.936724502,4.4653491924,3038,2020,599,28,Zuid-Holland,Rotterdam
51.9431187814,4.42674964002,3043,2020,599,28,Zuid-Holland,Rotterdam
51.8982261997,4.55205453886,3077,2020,599,28,Zuid-Holland,Rotterdam
51.932904799,4.38605131178,3121,2020,606,28,Zuid-Holland,Schiedam
51.8232605161,4.19153950604,3227,2020,530,28,Zuid-Holland,Hellevoetsluis
51.7489743929,4.18789535516,3241,2020,1924,28,Zuid-Holland,Goeree-Overflakkee
51.8043520358,4.48950865586,3271,2020,1963,28,Zuid-Holland,Hoeksche Waard
51.9737572686,4.93502703648,3411,2020,331,26,Utrecht,Lopik
52.0629300359,4.9162825904,3461,2020,335,26,Utrecht,Montfoort
52.1273140414,4.89733503134,3471,2020,632,26,Utrecht,Woerden
52.0626630763,5.13719167499,3524,2020,344,26,Utrecht,Utrecht
52.1024931798,5.08576706414,3534,2020,344,26,Utrecht,Utrecht
52.115514463,5.05865662767,3542,2020,344,26,Utrecht,Utrecht
52.2232636863,4.99608084318,3634,2020,1904,26,Utrecht,Stichtse Vecht
52.1820562236,5.27867370844,3762,2020,342,26,Utrecht,Soest
52.1900985407,5.39523223359,3823,2020,307,26,Utrecht,Amersfoort
52.2255495379,5.70241580344,3886,2020,203,25,Gelderland,Barneveld
52.0383349164,5.34293791084,3941,2020,1581,26,Utrecht,Utrechtse Heuvelrug
52.02113779,5.16115153797,3991,2020,321,26,Utrecht,Houten
51.8959127032,5.34476541987,4117,2020,214,25,Gelderland,Buren
51.8503490439,4.96188454275,4205,2020,512,28,Zuid-Holland,Gorinchem
51.902944203,4.9437979325,4225,2020,1978,28,Zuid-Holland,Molenlanden
51.8748851185,5.04545403598,4247,2020,1961,26,Utrecht,Vijfheerenlanden
51.7755211753,4.91743744585,4255,2020,1959,30,Noord-Brabant,Altena
51.5145593246,3.88198148191,4463,2020,664,29,Zeeland,Goes
51.5039893644,3.92471321758,4481,2020,664,29,Zeeland,Goes
51.3139186657,3.55100582777,4508,2020,1714,29,Zeeland,Sluis
51.4764430978,4.26206080865,4617,2020,748,30,Noord-Brabant,Bergen op Zoom
51.53280275,4.82014732667,4858,2020,1723,30,Noord-Brabant,Alphen-Chaam
51.6577084336,4.8698843683,4907,2020,826,30,Noord-Brabant,Oosterhout
51.5525256968,5.11944542496,5018,2020,855,30,Noord-Brabant,Tilburg
51.5580225308,5.07863949084,5038,2020,855,30,Noord-Brabant,Tilburg
51.6891012474,5.34721996064,5215,2020,796,30,Noord-Brabant,'s-Hertogenbosch
51.7247316906,5.28825534818,5234,2020,796,30,Noord-Brabant,'s-Hertogenbosch
51.8035962247,5.13642568455,5305,2020,297,25,Gelderland,Zaltbommel
51.7981948333,5.19302468436,5311,2020,297,25,Gelderland,Zaltbommel
51.8197426566,5.56838735909,5366,2020,828,30,Noord-Brabant,Oss
51.732011952,5.4184855378,5392,2020,796,30,Noord-Brabant,'s-Hertogenbosch
51.8004283851,5.42552411805,5397,2020,828,30,Noord-Brabant,Oss
51.7488878651,5.81785457664,5439,2020,1684,30,Noord-Brabant,Cuijk
51.6630807419,5.89001678482,5447,2020,756,30,Noord-Brabant,Boxmeer
51.7060340331,5.73181958132,5453,2020,815,30,Noord-Brabant,Mill en Sint Hubert
51.5530726891,5.4464338147,5492,2020,1948,30,Noord-Brabant,Meierijstad
51.3324075874,5.406728248,5563,2020,1724,30,Noord-Brabant,Bergeijk
51.4601961035,5.46485717034,5622,2020,772,30,Noord-Brabant,Eindhoven
51.4217207928,5.45932565116,5654,2020,772,30,Noord-Brabant,Eindhoven
51.4413907234,5.40836179083,5658,2020,772,30,Noord-Brabant,Eindhoven
51.4152667892,5.53521334108,5661,2020,1771,30,Noord-Brabant,Geldrop-Mierlo
51.4262206264,5.66882014822,5715,2020,847,30,Noord-Brabant,Someren
51.5012710655,5.98439919031,5809,2020,984,31,Limburg,Venray
51.5797426935,6.00542393457,5824,2020,756,30,Noord-Brabant,Boxmeer
51.6522711432,6.0769052594,5853,2020,893,31,Limburg,Bergen (L)
51.4940174526,6.09000430356,5865,2020,1507,31,Limburg,Horst aan de Maas
51.2523902934,5.57090684487,6023,2020,1706,30,Noord-Brabant,Cranendonck
50.9733748019,5.76447583354,6171,2020,971,31,Limburg,Stein
50.8315136402,5.6654280545,6213,2020,935,31,Limburg,Maastricht
50.8504297429,5.7032736527,6221,2020,935,31,Limburg,Maastricht
50.9024699053,5.7814833455,6235,2020,938,31,Limburg,Meerssen
50.8231151339,5.81700818099,6269,2020,1903,31,Limburg,Eijsden-Margraten
50.8344644409,5.89267380139,6321,2020,1729,31,Limburg,Gulpen-Wittem
50.885805342,6.02254604061,6372,2020,882,31,Limburg,Landgraaf
50.9196345102,5.98029941719,6414,2020,917,31,Limburg,Heerlen
50.8600190989,6.03009488192,6466,2020,928,31,Limburg,Kerkrade
51.7988368357,5.76363340128,6603,2020,296,25,Gelderland,Wijchen
51.8362078936,5.57327319533,6629,2020,668,25,Gelderland,West Maas en Waal
51.9165100145,5.78703034016,6675,2020,1734,25,Gelderland,Overbetuwe
51.8921936919,5.86979254592,6684,2020,1705,25,Gelderland,Lingewaard
51.9771494081,5.63095011777,6709,2020,289,25,Gelderland,Wageningen
51.9475579847,5.8718579564,6845,2020,202,25,Gelderland,Arnhem
51.9582853623,5.84245079192,6846,2020,202,25,Gelderland,Arnhem
52.0439979633,5.96328628573,6891,2020,277,25,Gelderland,Rozendaal
51.9541203139,6.07005583337,6903,2020,299,25,Gelderland,Zevenaar
52.0093354717,6.34901019392,7021,2020,1876,25,Gelderland,Bronckhorst
51.9353155165,6.28618076154,7048,2020,1955,25,Gelderland,Montferland
52.0982112003,6.62559940746,7151,2020,1859,25,Gelderland,Berkelland
52.2233445772,6.21509617176,7214,2020,262,25,Gelderland,Lochem
52.0113631584,6.47905762827,7263,2020,1586,25,Gelderland,Oost Gelre
52.2197264689,5.91552704722,7313,2020,200,25,Gelderland,Apeldoorn
52.1954395803,6.01105763718,7326,2020,200,25,Gelderland,Apeldoorn
52.1832245682,5.95506429932,7334,2020,200,25,Gelderland,Apeldoorn
52.1728397274,5.90002184288,7339,2020,200,25,Gelderland,Apeldoorn
52.156856969,6.00894860062,7364,2020,200,25,Gelderland,Apeldoorn
52.2751656183,6.14364474058,7414,2020,150,23,Overijssel,Deventer
52.2353417917,6.85265364948,7521,2020,153,23,Overijssel,Enschede
52.2128122451,6.85758364952,7545,2020,153,23,Overijssel,Enschede
52.1842065615,6.83579298007,7546,2020,153,23,Overijssel,Enschede
52.3240667956,6.72532667364,7625,2020,147,23,Overijssel,Borne
52.5722235107,6.63733126937,7772,2020,160,23,Overijssel,Hardenberg
52.7479962603,6.88969032411,7827,2020,114,22,Drenthe,Emmen
52.7191028229,6.67312566809,7864,2020,109,22,Drenthe,Coevorden
52.8880648329,7.01381759844,7877,2020,1681,22,Drenthe,Borger-Odoorn
52.6977448821,6.545464096,7913,2020,118,22,Drenthe,Hoogeveen
52.7374783501,6.62022904526,7917,2020,109,22,Drenthe,Coevorden
52.4907294525,6.13464882036,8013,2020,193,23,Overijssel,Zwolle
52.3229896141,6.32866215191,8112,2020,177,23,Overijssel,Raalte
52.2846838043,5.93244812752,8171,2020,232,25,Gelderland,Epe
52.539517494,5.51148121285,8211,2020,995,24,Flevoland,Lelystad
52.5368640191,6.01082545958,8275,2020,166,23,Overijssel,Kampen
52.7544883799,5.8512070015,8315,2020,171,24,Flevoland,Noordoostpolder
52.8954711396,6.2551312965,8386,2020,1701,22,Drenthe,Westerveld
53.0593265873,6.34003302606,8433,2020,85,21,Fryslân,Ooststellingwerf
52.9275215475,5.70785209314,8523,2020,1940,21,Fryslân,De Fryske Marren
52.9105798195,5.51605148278,8582,2020,1940,21,Fryslân,De Fryske Marren
53.0144802872,5.5464421984,8616,2020,1900,21,Fryslân,Súdwest-Fryslân
53.0585316554,5.46836840605,8759,2020,1900,21,Fryslân,Súdwest-Fryslân
53.3955995411,5.28092856864,8891,2020,93,21,Fryslân,Terschelling
53.2023209222,5.79605530635,8911,2020,80,21,Fryslân,Leeuwarden
53.2062297636,5.81176790552,8921,2020,80,21,Fryslân,Leeuwarden
53.194133089,5.82526377716,8936,2020,80,21,Fryslân,Leeuwarden
53.2343093529,5.79628108136,9057,2020,80,21,Fryslân,Leeuwarden
53.291605458,5.93357822134,9105,2020,1891,21,Fryslân,Dantumadiel
53.365146541,5.96452076358,9147,2020,1970,21,Fryslân,Noardeast-Fryslân
53.0979461353,6.02357372289,9213,2020,90,21,Fryslân,Smallingerland
53.2011521269,5.99686281251,9251,2020,737,21,Fryslân,Tytsjerksteradiel
53.2769557116,6.08970777591,9296,2020,1970,21,Fryslân,Noardeast-Fryslân
53.1609551946,6.42797583049,9313,2020,1699,22,Drenthe,Noordenveld
53.0672856459,6.67601660891,9469,2020,1680,22,Drenthe,Aa en Hunze
52.985639012,7.01293799519,9585,2020,37,20,Groningen,Stadskanaal
53.2735656932,6.78164356136,9625,2020,1952,20,Groningen,Midden-Groningen
53.1024367572,6.8710266465,9641,2020,47,20,Groningen,Veendam
53.1954397805,6.57365325853,9721,2020,14,20,Groningen,Groningen
53.1985125248,6.58866802583,9722,2020,14,20,Groningen,Groningen
53.2427375281,6.62629799704,9734,2020,14,20,Groningen,Groningen
53.2653098507,6.38228314663,9804,2020,1969,20,Groningen,Westerkwartier
53.2716354651,6.44320982267,9833,2020,1969,20,Groningen,Westerkwartier
53.3261786606,6.44445325802,9962,2020,1966,20,Groningen,Het Hogeland
53.4192089969,6.60896142874,9988,2020,1966,20,Groningen,Het Hogeland
53.3608275028,6.59553179185,9999,2020,1966,20,Groningen,Het Hogeland
52.444976421,4.58389285476,1974,2020,453,27,Noord-Holland,Velsen
52.3843576149,4.91860938053,1021,2020,363,27,Noord-Holland,Amsterdam
52.4092683167,4.91723580319,1034,2020,363,27,Noord-Holland,Amsterdam
52.3295376798,4.97612384075,1112,2020,363,27,Noord-Holland,Amsterdam
52.2925845966,5.25145383459,1276,2020,406,27,Noord-Holland,Huizen
52.2473878639,4.82648738587,1422,2020,451,27,Noord-Holland,Uithoorn
52.4810861058,4.91812434001,1451,2020,415,27,Noord-Holland,Landsmeer
52.7018327081,5.22242157757,1613,2020,532,27,Noord-Holland,Stede Broec
52.6916580025,5.17562851097,1616,2020,498,27,Noord-Holland,Drechterland
52.6393932381,5.03084608015,1622,2020,405,27,Noord-Holland,Hoorn
52.6437146347,4.93950245495,1641,2020,1598,27,Noord-Holland,Koggenland
52.3676484402,4.57217170974,2116,2020,473,27,Noord-Holland,Zandvoort
52.170921922,4.43047914297,2235,2020,537,28,Zuid-Holland,Katwijk
52.1430889319,4.59575573777,2396,2020,484,28,Zuid-Holland,Alphen aan den Rijn
52.0671632727,4.40946012654,2492,2020,518,28,Zuid-Holland,'s-Gravenhage
52.0642548624,4.3187069911,2521,2020,518,28,Zuid-Holland,'s-Gravenhage
51.9932069592,4.21643261514,2672,2020,1783,28,Zuid-Holland,Westland
51.9757331143,4.25595294725,2678,2020,1783,28,Zuid-Holland,Westland
52.0542020086,4.51561985606,2722,2020,637,28,Zuid-Holland,Zoetermeer
51.9832702449,4.69028427141,2831,2020,1931,28,Zuid-Holland,Krimpenerwaard
51.8731490908,4.67596649472,2954,2020,482,28,Zuid-Holland,Alblasserdam
51.8681723966,4.59312375319,2981,2020,597,28,Zuid-Holland,Ridderkerk
51.8768913891,4.5869710855,2982,2020,597,28,Zuid-Holland,Ridderkerk
51.9110329755,4.52449982627,3063,2020,599,28,Zuid-Holland,Rotterdam
51.9506377493,4.37909760904,3124,2020,606,28,Zuid-Holland,Schiedam
51.8531490628,4.36365459394,3192,2020,599,28,Zuid-Holland,Rotterdam
51.850224,4.33078510126,3201,2020,1930,28,Zuid-Holland,Nissewaard
52.0842903472,5.1098069965,3521,2020,344,26,Utrecht,Utrecht
52.1357730423,5.01793463322,3607,2020,1904,26,Utrecht,Stichtse Vecht
52.2020855231,4.97509979328,3626,2020,1904,26,Utrecht,Stichtse Vecht
52.197110575,5.00951869705,3631,2020,1904,26,Utrecht,Stichtse Vecht
52.1754997051,5.76043383804,3775,2020,203,25,Gelderland,Barneveld
52.1142659814,5.38096634146,3832,2020,327,26,Utrecht,Leusden
52.3336609461,5.53698062905,3891,2020,50,24,Flevoland,Zeewolde
51.9917547673,5.51500405562,3921,2020,340,26,Utrecht,Rhenen
52.0621819565,5.18557734473,3981,2020,312,26,Utrecht,Bunnik
52.0289484716,5.17356943706,3995,2020,321,26,Utrecht,Houten
51.8742809435,4.93918657061,4223,2020,1978,28,Zuid-Holland,Molenlanden
51.7365299866,5.04948564962,4266,2020,1959,30,Noord-Brabant,Altena
51.7756866709,5.00022730003,4287,2020,1959,30,Noord-Brabant,Altena
51.4454270403,3.5797002717,4381,2020,718,29,Zeeland,Vlissingen
51.4814751329,3.9251051999,4482,2020,678,29,Zeeland,Kapelle
51.2599673689,4.04327161418,4564,2020,677,29,Zeeland,Hulst
51.3299139596,4.04443914327,4584,2020,677,29,Zeeland,Hulst
51.38940317,4.01513111991,4588,2020,677,29,Zeeland,Hulst
51.5065243874,4.28035529719,4613,2020,748,30,Noord-Brabant,Bergen op Zoom
51.5670111181,4.75868466186,4837,2020,758,30,Noord-Brabant,Breda
51.5668118323,4.83749770798,4854,2020,758,30,Noord-Brabant,Breda
51.4429056915,4.63853257872,4884,2020,879,30,Noord-Brabant,Zundert
51.4366205549,4.92124520079,5111,2020,744,30,Noord-Brabant,Baarle-Nassau
51.6571065064,5.04706248915,5171,2020,809,30,Noord-Brabant,Loon op Zand
51.7999329902,5.25132062367,5302,2020,297,25,Gelderland,Zaltbommel
51.7720142053,5.54089543249,5348,2020,828,30,Noord-Brabant,Oss
51.7034826502,5.47541728726,5383,2020,796,30,Noord-Brabant,'s-Hertogenbosch
51.5665287403,5.71212874298,5422,2020,1652,30,Noord-Brabant,Gemert-Bakel
51.3884668352,5.49546647787,5583,2020,866,30,Noord-Brabant,Waalre
51.437812274,5.48126084939,5611,2020,772,30,Noord-Brabant,Eindhoven
51.4637336496,5.77989971836,5751,2020,762,30,Noord-Brabant,Deurne
51.5941659474,5.99338406372,5821,2020,756,30,Noord-Brabant,Boxmeer
51.2611591277,6.04978658313,5954,2020,889,31,Limburg,Beesel
51.1295618871,5.94591465294,6065,2020,1669,31,Limburg,Roerdalen
51.1469721382,5.99010191877,6077,2020,1669,31,Limburg,Roerdalen
51.2736386845,5.8739793231,6093,2020,1640,31,Limburg,Leudal
51.0877326731,5.90153943255,6102,2020,1711,31,Limburg,Echt-Susteren
51.0406870385,5.81874183138,6121,2020,1883,31,Limburg,Sittard-Geleen
50.9790014732,5.83589716214,6162,2020,1883,31,Limburg,Sittard-Geleen
50.8512010367,5.65534333701,6216,2020,935,31,Limburg,Maastricht
50.8283888191,5.84685241962,6307,2020,1903,31,Limburg,Eijsden-Margraten
50.9179798508,5.95672609594,6413,2020,917,31,Limburg,Heerlen
51.8633241346,6.02884911261,6566,2020,1945,25,Gelderland,Berg en Dal
51.8012293184,5.68044143235,6606,2020,296,25,Gelderland,Wijchen
51.7733101255,5.79592907038,6611,2020,252,25,Gelderland,Heumen
51.7697192118,5.75363596022,6612,2020,252,25,Gelderland,Heumen
51.900349948,5.89937425255,6681,2020,1705,25,Gelderland,Lingewaard
51.9671477007,5.6873431837,6703,2020,289,25,Gelderland,Wageningen
51.9839460077,5.87751386376,6812,2020,202,25,Gelderland,Arnhem
51.9811943047,5.92500601334,6828,2020,202,25,Gelderland,Arnhem
51.9742677742,5.81217973058,6869,2020,274,25,Gelderland,Renkum
51.962206876,6.02648868877,6921,2020,226,25,Gelderland,Duiven
51.9490978117,5.97852498607,6932,2020,293,25,Gelderland,Westervoort
52.1364752564,6.12873492892,6975,2020,213,25,Gelderland,Brummen
51.9626383257,6.20225049534,7031,2020,222,25,Gelderland,Doetinchem
51.8885914504,6.26949537632,7044,2020,1955,25,Gelderland,Montferland
51.9138433687,6.29704973589,7046,2020,1955,25,Gelderland,Montferland
51.9826910934,6.76036608561,7113,2020,294,25,Gelderland,Winterswijk
51.9806366769,6.55333343412,7132,2020,1586,25,Gelderland,Oost Gelre
52.2024051579,5.96916485956,7331,2020,200,25,Gelderland,Apeldoorn
52.2579939862,6.01124624213,7341,2020,200,25,Gelderland,Apeldoorn
52.2487109521,6.60099043691,7472,2020,1735,23,Overijssel,Hof van Twente
52.2191022626,6.6880184341,7497,2020,1735,23,Overijssel,Hof van Twente
52.205011728,6.79178713589,7548,2020,153,23,Overijssel,Enschede
52.3189310155,6.7680227829,7626,2020,147,23,Overijssel,Borne
52.3973799825,6.55362919966,7645,2020,189,23,Overijssel,Wierden
52.7204198353,6.80594371936,7845,2020,109,22,Drenthe,Coevorden
52.7584156033,7.04189625266,7884,2020,114,22,Drenthe,Emmen
52.7518403562,6.54142312888,7936,2020,118,22,Drenthe,Hoogeveen
52.680315469,6.2536509117,7966,2020,119,22,Drenthe,Meppel
52.5063658076,6.10560209765,8012,2020,193,23,Overijssel,Zwolle
52.5344903022,6.10083814327,8032,2020,193,23,Overijssel,Zwolle
52.5368597789,6.10981974781,8033,2020,193,23,Overijssel,Zwolle
52.6718592999,5.63380746313,8322,2020,184,24,Flevoland,Urk
52.6825711005,6.01339401895,8326,2020,1708,23,Overijssel,Steenwijkerland
52.7851740408,6.11738278888,8331,2020,1708,23,Overijssel,Steenwijkerland
52.8165047277,6.05762880796,8339,2020,1708,23,Overijssel,Steenwijkerland
52.9593443476,6.0849448442,8413,2020,74,21,Fryslân,Heerenveen
53.0218804949,5.95902621646,8457,2020,74,21,Fryslân,Heerenveen
52.9122986322,5.83101399981,8507,2020,1940,21,Fryslân,De Fryske Marren
52.9664490236,5.71472805318,8525,2020,1940,21,Fryslân,De Fryske Marren
53.0030702078,5.79725607428,8541,2020,1940,21,Fryslân,De Fryske Marren
53.0454343531,5.67046675302,8603,2020,1900,21,Fryslân,Súdwest-Fryslân
53.0218751774,5.64842343336,8608,2020,1900,21,Fryslân,Súdwest-Fryslân
53.0479852472,5.61297700502,8772,2020,1900,21,Fryslân,Súdwest-Fryslân
53.1969653552,5.53775375828,8802,2020,1949,21,Fryslân,Waadhoeke
53.1308900271,5.65583524068,8835,2020,80,21,Fryslân,Leeuwarden
53.2262426782,5.52600516055,8853,2020,1949,21,Fryslân,Waadhoeke
53.3980134978,5.32606530112,8895,2020,93,21,Fryslân,Terschelling
53.1186956441,5.81797182164,9007,2020,80,21,Fryslân,Leeuwarden
53.0788524348,5.75556211307,9013,2020,1900,21,Fryslân,Súdwest-Fryslân
53.2411830812,5.8841403572,9061,2020,737,21,Fryslân,Tytsjerksteradiel
53.3146275622,5.91009923671,9107,2020,1970,21,Fryslân,Noardeast-Fryslân
53.3513762046,5.97395249473,9148,2020,1970,21,Fryslân,Noardeast-Fryslân
53.2668170261,6.11415247824,9297,2020,1970,21,Fryslân,Noardeast-Fryslân
53.056115237,6.4981242327,9334,2020,1699,22,Drenthe,Noordenveld
53.0187458621,6.47796269461,9336,2020,1699,22,Drenthe,Noordenveld
53.1639115047,6.37908866758,9351,2020,1969,20,Groningen,Westerkwartier
52.8181048517,6.59002019949,9435,2020,1731,22,Drenthe,Midden-Drenthe
52.9628437982,6.61575255619,9453,2020,1680,22,Drenthe,Aa en Hunze
53.1262554024,6.52260714908,9495,2020,1730,22,Drenthe,Tynaarlo
53.1083043237,6.51512449998,9496,2020,1730,22,Drenthe,Tynaarlo
52.9696490927,6.85720626083,9525,2020,1681,22,Drenthe,Borger-Odoorn
53.2439208591,6.68793011874,9622,2020,14,20,Groningen,Groningen
53.0816895289,6.77098083897,9656,2020,1680,22,Drenthe,Aa en Hunze
53.1888150268,7.16571140886,9687,2020,1895,20,Groningen,Oldambt
53.2316394159,6.57380678024,9714,2020,14,20,Groningen,Groningen
53.2086740709,6.49743599831,9744,2020,14,20,Groningen,Groningen
53.300649472,6.60511829492,9781,2020,1966,20,Groningen,Het Hogeland
53.234183987,6.39699137706,9805,2020,1969,20,Groningen,Westerkwartier
53.3780532453,6.29018466725,9975,2020,1966,20,Groningen,Het Hogeland
51.8572666835,5.01639634685,4211,2020,1960,25,Gelderland,West Betuwe
52.4783223663,5.0409426679,1145,2020,852,27,Noord-Holland,Waterland
52.3110290403,4.86259292517,1181,2020,362,27,Noord-Holland,Amstelveen
52.2952407959,5.2849986773,1262,2020,376,27,Noord-Holland,Blaricum
52.3002745459,5.27111103428,1274,2020,406,27,Noord-Holland,Huizen
52.3383110724,5.18013127397,1359,2020,34,24,Flevoland,Almere
52.2730401777,5.17664071674,1402,2020,1942,27,Noord-Holland,Gooise Meren
52.2380186804,4.74011461586,1433,2020,358,27,Noord-Holland,Aalsmeer
52.7112161079,5.27707621335,1601,2020,388,27,Noord-Holland,Enkhuizen
52.6449893897,5.07302928689,1623,2020,405,27,Noord-Holland,Hoorn
52.7291384216,5.14621566997,1693,2020,420,27,Noord-Holland,Medemblik
52.6577161759,4.76495650973,1826,2020,361,27,Noord-Holland,Alkmaar
52.6052444589,4.69094687823,1852,2020,399,27,Noord-Holland,Heiloo
52.4759027556,4.61704076198,1951,2020,453,27,Noord-Holland,Velsen
52.384108965,4.6249094099,2013,2020,392,27,Noord-Holland,Haarlem
52.3971819965,4.63299097108,2023,2020,392,27,Noord-Holland,Haarlem
52.0146980537,4.26206713668,2295,2020,1783,28,Zuid-Holland,Westland
52.1752262197,4.48276011227,2334,2020,546,28,Zuid-Holland,Leiden
52.1079623671,4.69158820502,2407,2020,484,28,Zuid-Holland,Alphen aan den Rijn
52.1682422828,4.82519749809,2431,2020,569,28,Zuid-Holland,Nieuwkoop
52.1729871408,4.85368978984,2432,2020,569,28,Zuid-Holland,Nieuwkoop
52.0336698486,4.38405494081,2498,2020,518,28,Zuid-Holland,'s-Gravenhage
52.0134552715,4.35896796601,2611,2020,503,28,Zuid-Holland,Delft
51.9073991739,4.47426173365,3016,2020,599,28,Zuid-Holland,Rotterdam
51.9527845787,4.51530944714,3056,2020,599,28,Zuid-Holland,Rotterdam
51.9812280848,4.58737652606,3059,2020,599,28,Zuid-Holland,Rotterdam
51.8916883179,4.54478468295,3078,2020,599,28,Zuid-Holland,Rotterdam
51.883560703,4.27780264454,3197,2020,599,28,Zuid-Holland,Rotterdam
51.8795231705,4.07993049126,3235,2020,614,28,Zuid-Holland,Westvoorne
52.0068439231,4.96533515993,3405,2020,331,26,Utrecht,Lopik
52.079135736,4.89001449776,3447,2020,632,26,Utrecht,Woerden
52.0779169103,5.03138008264,3454,2020,344,26,Utrecht,Utrecht
52.1225349306,4.83623220768,3474,2020,632,26,Utrecht,Woerden
52.0704945574,5.08224542223,3528,2020,344,26,Utrecht,Utrecht
52.0482205397,5.04518788924,3546,2020,344,26,Utrecht,Utrecht
